step,tag,value
49,train_loss,1.8907188177108765
99,train_loss,1.8481724262237549
149,train_loss,1.7213737964630127
199,train_loss,0.33688589930534363
249,train_loss,-0.1365927755832672
299,train_loss,-0.2283610850572586
349,train_loss,-0.31828823685646057
399,train_loss,-0.545289158821106
449,train_loss,-1.1196078062057495
499,train_loss,-1.3815157413482666
549,train_loss,-1.616817593574524
599,train_loss,-1.9052406549453735
649,train_loss,-1.7727750539779663
699,train_loss,-1.9141627550125122
749,train_loss,-1.9308117628097534
799,train_loss,-2.0901341438293457
849,train_loss,-1.923788070678711
899,train_loss,-2.1151764392852783
949,train_loss,-2.122584819793701
999,train_loss,-2.080897331237793
1049,train_loss,-2.265181541442871
1099,train_loss,-2.285264730453491
1149,train_loss,-1.9706846475601196
1199,train_loss,-2.225424289703369
1249,train_loss,-2.2217421531677246
1299,train_loss,-2.332155704498291
1349,train_loss,-2.3795101642608643
1399,train_loss,-1.1042535305023193
1449,train_loss,-2.3479557037353516
1499,train_loss,-2.3790831565856934
1549,train_loss,-2.4760406017303467
1599,train_loss,-2.445596218109131
1649,train_loss,-2.445863962173462
1699,train_loss,-2.3690130710601807
1749,train_loss,-2.6671411991119385
1799,train_loss,-2.394071578979492
1849,train_loss,-2.6238927841186523
1899,train_loss,-2.576169013977051
1949,train_loss,-2.4872841835021973
1999,train_loss,-2.4633567333221436
2049,train_loss,-2.491210699081421
2099,train_loss,-2.630692958831787
2149,train_loss,-2.5991082191467285
2199,train_loss,-2.490802526473999
2249,train_loss,-2.6915221214294434
2299,train_loss,-2.604462146759033
2349,train_loss,-2.617729663848877
2399,train_loss,-2.5491788387298584
2449,train_loss,-2.6941423416137695
2499,train_loss,-2.7122106552124023
2549,train_loss,-2.6614959239959717
2599,train_loss,-2.6923842430114746
2649,train_loss,-2.803724527359009
2699,train_loss,-2.421067953109741
2749,train_loss,-2.786071300506592
2799,train_loss,-2.496518611907959
2849,train_loss,-2.73036527633667
2899,train_loss,-2.66462779045105
2949,train_loss,-2.7693512439727783
2999,train_loss,-2.801819324493408
3049,train_loss,-2.8473877906799316
3099,train_loss,-2.624048948287964
3149,train_loss,-2.7917916774749756
3199,train_loss,-2.8118362426757812
3249,train_loss,-2.7570841312408447
3299,train_loss,-2.8201396465301514
3349,train_loss,-2.7389028072357178
3399,train_loss,-2.3996527194976807
3449,train_loss,-2.790597438812256
3499,train_loss,-2.8356642723083496
3549,train_loss,-2.8557634353637695
3599,train_loss,-2.855818033218384
3649,train_loss,-2.910691499710083
3699,train_loss,-2.623183488845825
3749,train_loss,-2.9073171615600586
3799,train_loss,-2.6173462867736816
3849,train_loss,-2.782932996749878
3899,train_loss,-2.9059197902679443
3949,train_loss,-2.6878135204315186
3999,train_loss,-2.808074951171875
4049,train_loss,-2.9368197917938232
4099,train_loss,-2.7988243103027344
4149,train_loss,-2.8453481197357178
4199,train_loss,-2.691429853439331
4249,train_loss,-2.835249900817871
4299,train_loss,-2.8453197479248047
4349,train_loss,-2.9089794158935547
4399,train_loss,-2.9348292350769043
4449,train_loss,-2.7567079067230225
4499,train_loss,-2.8593013286590576
4549,train_loss,-3.06400728225708
4599,train_loss,-2.9821314811706543
4649,train_loss,-2.890627861022949
4699,train_loss,-2.680898427963257
4749,train_loss,-3.0221664905548096
4799,train_loss,-2.941972017288208
4849,train_loss,-2.9007699489593506
4899,train_loss,-2.9427216053009033
4949,train_loss,-2.8960041999816895
4999,train_loss,-2.93414306640625
5049,train_loss,-2.9666402339935303
5099,train_loss,-3.0164809226989746
5149,train_loss,-2.516212224960327
5199,train_loss,-2.945565700531006
5249,train_loss,-2.938716411590576
5299,train_loss,-2.8076674938201904
5349,train_loss,-2.987778425216675
5399,train_loss,-2.9436705112457275
5449,train_loss,-2.967284679412842
5499,train_loss,-3.012511730194092
5549,train_loss,-2.9199562072753906
5599,train_loss,-2.8740267753601074
5649,train_loss,-2.817490339279175
5699,train_loss,-2.9799680709838867
5749,train_loss,-3.0630979537963867
5799,train_loss,-2.869410276412964
5849,train_loss,-2.9083850383758545
5899,train_loss,-3.0349924564361572
