step,tag,value
54899,train_loss,1.2662451267242432
54949,train_loss,1.266486644744873
54999,train_loss,1.2762486934661865
55049,train_loss,1.2678672075271606
55099,train_loss,1.2713649272918701
55149,train_loss,1.2673321962356567
55199,train_loss,1.2803627252578735
55249,train_loss,1.2712570428848267
55299,train_loss,1.2680811882019043
55349,train_loss,1.27498197555542
55399,train_loss,1.2682851552963257
55449,train_loss,1.2686326503753662
55499,train_loss,1.2777186632156372
55549,train_loss,1.280747652053833
55599,train_loss,1.276965856552124
55649,train_loss,1.2816264629364014
55699,train_loss,1.2693058252334595
55749,train_loss,1.2711637020111084
55799,train_loss,1.2758656740188599
55849,train_loss,1.2695558071136475
55899,train_loss,1.2684478759765625
55949,train_loss,1.273193359375
55999,train_loss,1.2740001678466797
56049,train_loss,1.2818061113357544
56099,train_loss,1.2771140336990356
56149,train_loss,1.2757642269134521
56199,train_loss,1.2731245756149292
56249,train_loss,1.268479585647583
56299,train_loss,1.2736150026321411
56349,train_loss,1.2736806869506836
56399,train_loss,1.2699882984161377
56449,train_loss,1.261372685432434
56499,train_loss,1.2698562145233154
56549,train_loss,1.272694706916809
56599,train_loss,1.2815845012664795
56649,train_loss,1.2675412893295288
56699,train_loss,1.2676516771316528
56749,train_loss,1.271247386932373
56799,train_loss,1.2698400020599365
56849,train_loss,1.2704448699951172
56899,train_loss,1.2583369016647339
56949,train_loss,1.264693021774292
56999,train_loss,1.2772963047027588
57049,train_loss,1.267430305480957
57099,train_loss,1.2692238092422485
57149,train_loss,1.2729063034057617
57199,train_loss,1.272887945175171
57249,train_loss,1.2662142515182495
57299,train_loss,1.2697436809539795
57349,train_loss,1.2597262859344482
57399,train_loss,1.2713741064071655
57449,train_loss,1.2687915563583374
57499,train_loss,1.2807680368423462
57549,train_loss,1.2733097076416016
57599,train_loss,1.2684589624404907
57649,train_loss,1.2727959156036377
57699,train_loss,1.265823245048523
57749,train_loss,1.2758837938308716
57799,train_loss,1.2709869146347046
57849,train_loss,1.2800498008728027
57899,train_loss,1.2792253494262695
57949,train_loss,1.2779903411865234
57999,train_loss,1.2690790891647339
58049,train_loss,1.2689778804779053
58099,train_loss,1.2650141716003418
58149,train_loss,1.268336534500122
