step,tag,value
49,train_loss,1.891366720199585
99,train_loss,1.8537683486938477
149,train_loss,1.746042013168335
199,train_loss,0.6991064548492432
249,train_loss,-0.09203366935253143
299,train_loss,-0.26948946714401245
349,train_loss,-0.2374221235513687
399,train_loss,-0.36957889795303345
449,train_loss,-0.6667188405990601
499,train_loss,-1.0016690492630005
549,train_loss,-1.2541753053665161
599,train_loss,-1.4931607246398926
649,train_loss,-1.6660207509994507
699,train_loss,-1.9141854047775269
749,train_loss,-1.8612855672836304
799,train_loss,-2.1136257648468018
849,train_loss,-2.0583689212799072
899,train_loss,-2.1222126483917236
949,train_loss,-2.1447434425354004
999,train_loss,-1.9618885517120361
1049,train_loss,-2.133368730545044
1099,train_loss,-2.2062315940856934
1149,train_loss,-2.0582919120788574
1199,train_loss,-2.125972270965576
1249,train_loss,-2.167482614517212
1299,train_loss,-2.1621477603912354
1349,train_loss,-2.2175068855285645
1399,train_loss,-2.3479182720184326
1449,train_loss,-2.231156349182129
1499,train_loss,-2.3996129035949707
1549,train_loss,-2.42907977104187
1599,train_loss,-2.2718048095703125
1649,train_loss,-2.481804609298706
1699,train_loss,-2.4896326065063477
1749,train_loss,-2.536778688430786
1799,train_loss,-2.0559840202331543
1849,train_loss,-2.4077818393707275
1899,train_loss,-2.589582681655884
1949,train_loss,-2.6293439865112305
1999,train_loss,-2.463416337966919
2049,train_loss,-2.5659966468811035
2099,train_loss,-2.556610107421875
2149,train_loss,-2.6016509532928467
2199,train_loss,-2.609327793121338
2249,train_loss,-2.7660534381866455
2299,train_loss,-2.6765201091766357
2349,train_loss,-2.4779610633850098
2399,train_loss,-2.7175421714782715
2449,train_loss,-2.4464690685272217
2499,train_loss,-2.523750066757202
2549,train_loss,-2.7843210697174072
2599,train_loss,-2.6712934970855713
2649,train_loss,-2.7990996837615967
2699,train_loss,-2.7104697227478027
2749,train_loss,-2.725708484649658
2799,train_loss,-2.7417044639587402
2849,train_loss,-2.775630474090576
2899,train_loss,-2.6724889278411865
2949,train_loss,-2.620415687561035
2999,train_loss,-2.540029525756836
3049,train_loss,-2.8020620346069336
3099,train_loss,-2.710859775543213
3149,train_loss,-2.6657474040985107
3199,train_loss,-2.638518810272217
3249,train_loss,-2.6913840770721436
3299,train_loss,-2.7705271244049072
3349,train_loss,-2.610670328140259
3399,train_loss,-2.8125927448272705
3449,train_loss,-2.8349196910858154
3499,train_loss,-2.7699201107025146
3549,train_loss,-2.852210521697998
3599,train_loss,-2.8729848861694336
3649,train_loss,-2.9653570652008057
3699,train_loss,-2.7605884075164795
3749,train_loss,-2.663800001144409
3799,train_loss,-2.8590779304504395
3849,train_loss,-2.632861375808716
3899,train_loss,-2.8317580223083496
3949,train_loss,-2.8753297328948975
3999,train_loss,-2.811472177505493
4049,train_loss,-2.9096779823303223
4099,train_loss,-2.7809386253356934
4149,train_loss,-2.7740418910980225
4199,train_loss,-2.882490873336792
4249,train_loss,-2.773184299468994
4299,train_loss,-2.799015760421753
4349,train_loss,-2.905754566192627
4399,train_loss,-2.9460370540618896
4449,train_loss,-2.9022436141967773
4499,train_loss,-2.7978787422180176
4549,train_loss,-2.7776410579681396
4599,train_loss,-2.7454469203948975
4649,train_loss,-2.907959222793579
4699,train_loss,-3.022858142852783
4749,train_loss,-2.978311538696289
4799,train_loss,-3.022469997406006
4849,train_loss,-2.9017422199249268
4899,train_loss,-2.9134984016418457
4949,train_loss,-2.8523075580596924
4999,train_loss,-2.809352159500122
5049,train_loss,-2.9095804691314697
5099,train_loss,-2.9473330974578857
5149,train_loss,-2.969413995742798
5199,train_loss,-2.7717411518096924
5249,train_loss,-2.954589366912842
5299,train_loss,-3.00099515914917
5349,train_loss,-2.96728253364563
5399,train_loss,-3.054428815841675
5449,train_loss,-2.946706771850586
5499,train_loss,-3.0284383296966553
5549,train_loss,-2.930920124053955
5599,train_loss,-2.946587562561035
5649,train_loss,-3.0384440422058105
5699,train_loss,-2.9539122581481934
5749,train_loss,-2.8625125885009766
5799,train_loss,-2.9182393550872803
5849,train_loss,-2.976196765899658
5899,train_loss,-2.998526096343994
5949,train_loss,-3.0665042400360107
5999,train_loss,-2.956389904022217
6049,train_loss,-3.0167620182037354
6099,train_loss,-2.9193978309631348
6149,train_loss,-2.9988481998443604
6199,train_loss,-3.0186243057250977
6249,train_loss,-3.063349723815918
6299,train_loss,-2.7942118644714355
6349,train_loss,-3.057900905609131
6399,train_loss,-3.0228819847106934
6449,train_loss,-3.093947172164917
6499,train_loss,-3.0120396614074707
6549,train_loss,-3.099761724472046
6599,train_loss,-2.8914477825164795
6649,train_loss,-3.0070600509643555
6699,train_loss,-3.0137598514556885
6749,train_loss,-2.897625207901001
6799,train_loss,-2.7556471824645996
6849,train_loss,-2.902322769165039
6899,train_loss,-3.0445752143859863
6949,train_loss,-3.0239005088806152
6999,train_loss,-3.040633201599121
7049,train_loss,-2.9723825454711914
7099,train_loss,-2.8665435314178467
7149,train_loss,-3.0089850425720215
7199,train_loss,-3.0143611431121826
7249,train_loss,-2.994081735610962
7299,train_loss,-2.9984607696533203
7349,train_loss,-3.2065203189849854
7399,train_loss,-3.0390665531158447
7449,train_loss,-3.0912721157073975
7499,train_loss,-3.0597667694091797
7549,train_loss,-3.0133516788482666
7599,train_loss,-3.0888917446136475
7649,train_loss,-3.114915609359741
7699,train_loss,-3.0898356437683105
7749,train_loss,-3.0598788261413574
7799,train_loss,-3.0901975631713867
7849,train_loss,-3.0042731761932373
7899,train_loss,-3.2228903770446777
7949,train_loss,-3.0831151008605957
7999,train_loss,-3.002847909927368
8049,train_loss,-3.046987533569336
8099,train_loss,-3.0817971229553223
8149,train_loss,-3.103684186935425
8199,train_loss,-3.0982398986816406
8249,train_loss,-3.1105899810791016
8299,train_loss,-2.9405605792999268
8349,train_loss,-3.195676565170288
8399,train_loss,-2.8868348598480225
8449,train_loss,-3.170440673828125
8499,train_loss,-3.186768054962158
8549,train_loss,-3.087649345397949
8599,train_loss,-2.91721773147583
8649,train_loss,-3.13932728767395
8699,train_loss,-3.1832170486450195
8749,train_loss,-3.0684456825256348
8799,train_loss,-3.225893497467041
8849,train_loss,-3.1871395111083984
8899,train_loss,-3.044619560241699
8949,train_loss,-3.0975148677825928
8999,train_loss,-3.2391958236694336
9049,train_loss,-3.128556251525879
9099,train_loss,-3.0854451656341553
9149,train_loss,-3.183715581893921
9199,train_loss,-3.123047113418579
9249,train_loss,-3.146671772003174
9299,train_loss,-3.072298765182495
9349,train_loss,-2.9552297592163086
9399,train_loss,-3.1690261363983154
9449,train_loss,-3.146090269088745
9499,train_loss,-3.064854383468628
9549,train_loss,-3.1384289264678955
9599,train_loss,-3.0616366863250732
9649,train_loss,-3.0757458209991455
9699,train_loss,-3.2543489933013916
9749,train_loss,-3.129225730895996
9799,train_loss,-3.2190723419189453
9849,train_loss,-3.172126054763794
9899,train_loss,-3.211188316345215
9949,train_loss,-3.093994379043579
9999,train_loss,-3.224961042404175
10049,train_loss,-3.2182395458221436
10099,train_loss,-3.1585822105407715
10149,train_loss,-3.107282876968384
10199,train_loss,-3.257868766784668
10249,train_loss,-3.1391677856445312
10299,train_loss,-3.2551257610321045
10349,train_loss,-3.206962823867798
10399,train_loss,-3.280644655227661
10449,train_loss,-3.0909082889556885
10499,train_loss,-3.2179884910583496
10549,train_loss,-3.1309142112731934
10599,train_loss,-3.2012341022491455
10649,train_loss,-3.1169097423553467
10699,train_loss,-3.140615224838257
10749,train_loss,-3.1812922954559326
10799,train_loss,-3.235504150390625
10849,train_loss,-3.2210700511932373
10899,train_loss,-3.17916202545166
10949,train_loss,-3.1604669094085693
10999,train_loss,-3.0869269371032715
11049,train_loss,-3.276803493499756
11099,train_loss,-3.2027881145477295
11149,train_loss,-3.2267863750457764
